provider,product,country_iso3,status,evidence_type,source_url,source_update_note,retrieved_at,note
OpenAI,ChatGPT web and mobile,CPV,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,DJI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,DZA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,EGY,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,ERI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,ETH,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GAB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GHA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GIN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GMB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GNB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,GNQ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,KEN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,LBR,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,LBY,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,LSO,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MAR,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MDG,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MLI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MOZ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MRT,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MUS,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,MWI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,NAM,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,NER,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,NGA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,RWA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SDN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SEN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SLE,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SOM,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SSD,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,STP,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SWZ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,SYC,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,TCD,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,TGO,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,TUN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,TZA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,UGA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,ZAF,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,ZMB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,ChatGPT web and mobile,ZWE,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/7947663-chatgpt-supported-countries,Updated last month; exact date not shown,2026-09-25,"Official supported-country list includes this country. Geographic listing does not verify an account, feature tier, local payment method, or uptime."
OpenAI,OpenAI API,AGO,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,BDI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,BEN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,BFA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,BWA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,CAF,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,CIV,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,CMR,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,COD,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,COG,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,COM,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,CPV,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,DJI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,DZA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,EGY,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,ERI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,ETH,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GAB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GHA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GIN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GMB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GNB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,GNQ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,KEN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,LBR,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,LBY,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,LSO,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MAR,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MDG,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MLI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MOZ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MRT,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MUS,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,MWI,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,NAM,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,NER,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,NGA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,RWA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SDN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SEN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SLE,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SOM,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SSD,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,STP,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SWZ,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,SYC,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,TCD,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,TGO,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,TUN,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,TZA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,UGA,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,ZAF,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,ZMB,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
OpenAI,OpenAI API,ZWE,listed_supported,official_supported_region_list,https://help.openai.com/en/articles/5347006-openai-api-supported-countries-and-territories,Updated last month; exact date not shown,2026-09-25,"Official API supported-country list includes this country. Geographic listing does not verify billing eligibility, account approval, or uptime."
